#k-distance frequency[THz]
0.65073144 7.67954008
0.65337021 7.64159307
0.65600896 7.60494995
0.65864772 7.56978953
0.66128647 7.53628962
0.66392524 7.50462706
0.66656400 7.47497730
0.66920275 7.44751435
0.67184152 7.42241098
0.67448028 7.39983874
0.67711903 7.37996696
0.67975779 7.36295954
0.68239656 7.34896845
0.68503531 7.33812292
0.68767407 7.33051453
0.69031284 7.32618004
0.69295159 7.32508533
0.69559035 7.32711481
0.69822912 7.33206972
0.70086787 7.33967602
0.70350663 7.33634093
0.70614540 7.31026678
0.70878415 7.28402796
0.71142291 7.25778433
0.71406168 7.23170203
0.71670042 7.20595354
0.71933919 7.18071712
0.72197796 7.15617666
0.72461670 7.13252222
0.72725547 7.10995142
0.72989424 7.08867195
0.73253298 7.06890505
0.73517175 7.05088985
0.73781052 7.03488722
0.74044926 7.02118082
0.74308803 7.01007112
0.74572680 7.00185727
0.74836554 6.99680390
0.75100431 6.99509697

0.00000000 7.55136212
0.00247427 7.55136212
0.00494854 7.55136212
0.00742281 7.55136212
0.00989707 7.55136212
0.01237134 7.55136212
0.01484561 7.55136212
0.01731988 7.55136212
0.01731988 7.55136212
0.01993553 7.55045097
0.02255117 7.54772785
0.02516682 7.54322383
0.02778250 7.53699111
0.03039814 7.52910371
0.03301379 7.51965856
0.03562944 7.50877734
0.03824508 7.49660937
0.04086073 7.48333633
0.04347641 7.46918044
0.04609205 7.45441904
0.04870770 7.43941189
0.05132335 7.42465522
0.05393899 7.41089185
0.05655464 7.39933100
0.05917032 7.39199312
0.06178596 7.39171191
0.06440161 7.40041073
0.06701726 7.41689658
0.06963290 7.43830009
0.07224855 7.46237546
0.07486423 7.48783418
0.07747987 7.51397982
0.08009552 7.54043317
0.08271117 7.56699353
0.08532681 7.59357378
0.08794246 7.62017017
0.09055814 7.64684780
0.09317378 7.67373266
0.09578943 7.70100527
0.09840507 7.72889331
0.10102072 7.75766144
0.10363637 7.78759793
0.10625201 7.81899834
0.10886769 7.85214748
0.11148334 7.88730147
0.11409898 7.92467188
0.11671463 7.96441364
0.11933028 8.00661770
0.12194592 8.05130858
0.12456160 8.09844609
0.12717725 8.14792999
0.12979289 8.19960633
0.13240854 8.25327399
0.13502419 8.30869066
0.13763983 8.36557752
0.14025551 8.42362228
0.14287116 8.48248038
0.14548680 8.54177433
0.14810245 8.60109087
0.15071810 8.65997590
0.15333374 8.71792688
0.15594942 8.77438243
0.15856507 8.82870930
0.16118071 8.88018750
0.16379636 8.92799627
0.16641201 8.97120600
0.16902765 8.98844430
0.17164333 8.98939915
0.17425898 8.99009967
0.17687462 8.99052747
0.17949027 8.99067133
0.17949027 8.99067133
0.18196454 8.99067133
0.18443881 8.99067133
0.18691308 8.99067133
0.18938734 8.99067133
0.19186161 8.99067133
0.19433588 8.99067133
0.19681015 8.99067133
0.19681015 8.99067133
0.19942580 8.99052747
0.20204144 8.99009967
0.20465709 8.98939915
0.20727277 8.98844430
0.20988841 8.97120600
0.21250406 8.92799627
0.21511971 8.88018750
0.21773535 8.82870930
0.22035100 8.77438243
0.22296668 8.71792688
0.22558232 8.65997590
0.22819797 8.60109087
0.23081362 8.54177433
0.23342926 8.48248038
0.23604491 8.42362228
0.23866059 8.36557752
0.24127623 8.30869066
0.24389188 8.25327399
0.24650753 8.19960633
0.24912317 8.14792999
0.25173882 8.09844609
0.25435450 8.05130858
0.25697014 8.00661770
0.25958579 7.96441364
0.26220144 7.92467188
0.26481708 7.88730147
0.26743273 7.85214748
0.27004841 7.81899834
0.27266405 7.78759793
0.27527970 7.75766144
0.27789535 7.72889331
0.28051099 7.70100527
0.28312664 7.67373266
0.28574228 7.64684780
0.28835796 7.62017017
0.29097361 7.59357378
0.29358925 7.56699353
0.29620490 7.54043317
0.29882055 7.51397982
0.30143619 7.48783418
0.30405187 7.46237546
0.30666752 7.43830009
0.30928316 7.41689658
0.31189881 7.40041073
0.31451446 7.39171191
0.31713010 7.39199312
0.31974578 7.39933100
0.32236143 7.41089185
0.32497707 7.42465522
0.32759272 7.43941189
0.33020837 7.45441904
0.33282401 7.46918044
0.33543969 7.48333633
0.33805534 7.49660937
0.34067098 7.50877734
0.34328663 7.51965856
0.34590228 7.52910371
0.34851792 7.53699111
0.35113360 7.54322383
0.35374925 7.54772785
0.35636489 7.55045097
0.35898054 7.55136212
0.35898054 7.55136212
0.36161931 7.55043482
0.36425805 7.54766359
0.36689682 7.54308054
0.36953559 7.53673936
0.37217433 7.52871568
0.37481310 7.51910745
0.37745187 7.50803559
0.38009061 7.49564468
0.38272938 7.48210386
0.38536815 7.46760777
0.38800689 7.45237768
0.39064566 7.43666239
0.39328443 7.42073910
0.39592317 7.40491356
0.39856194 7.38951931
0.40120071 7.37491517
0.40383945 7.36148021
0.40647822 7.34960621
0.40911699 7.36210682
0.41175573 7.38741524
0.41439450 7.41214263
0.41703327 7.43617344
0.41967201 7.45940760
0.42231078 7.48176209
0.42494955 7.50317295
0.42758829 7.52359738
0.43022706 7.54301613
0.43286583 7.56143575
0.43550457 7.57889111
0.43814334 7.59544763
0.44078211 7.61120349
0.44342085 7.62629128
0.44605962 7.64087904
0.44869839 7.65517020
0.45133713 7.66940190
0.45397590 7.68384139
0.45661464 7.69877973
0.45925341 7.71452348
0.46189218 7.73139639
0.46453092 7.75875889
0.46716969 7.79956572
0.46980846 7.84105441
0.47244720 7.88304711
0.47508597 7.92540590
0.47772474 7.96800667
0.48036348 8.01073752
0.48300225 8.05349802
0.48564102 8.09619819
0.48827976 8.13875697
0.49091853 8.18110007
0.49355730 8.22315725
0.49619604 8.26485866
0.49883481 8.30613023
0.50147358 8.34688721
0.50411232 8.38702497
0.50675109 8.42640475
0.50938986 8.46483034
0.51202860 8.50200814
0.51466737 8.53747897
0.51730614 8.57051306
0.51994488 8.60001228
0.52258365 8.62465004
0.52522242 8.64358050
0.52786116 8.65719008
0.53049993 8.66673932
0.53313870 8.67346916
0.53577744 8.67823415
0.53841621 8.68155197
0.54105498 8.68372694
0.54369372 8.68494021
0.54633249 8.68530665
0.54633249 8.68530665
0.54880676 8.68530665
0.55128102 8.68530665
0.55375529 8.68530665
0.55622956 8.68530665
0.55870383 8.68530665
0.56117810 8.68530665
0.56365237 8.68530665
0.56365237 8.68530665
0.56629114 8.68494021
0.56892988 8.68372694
0.57156865 8.68155197
0.57420742 8.67823415
0.57684616 8.67346916
0.57948493 8.66673932
0.58212370 8.65719008
0.58476244 8.64358050
0.58740121 8.62465004
0.59003998 8.60001228
0.59267872 8.57051306
0.59531749 8.53747897
0.59795626 8.50200814
0.60059500 8.46483034
0.60323377 8.42640475
0.60587254 8.38702497
0.60851128 8.34688721
0.61115005 8.30613023
0.61378882 8.26485866
0.61642756 8.22315725
0.61906633 8.18110007
0.62170509 8.13875697
0.62434384 8.09619819
0.62698261 8.05349802
0.62962137 8.01073752
0.63226012 7.96800667
0.63489889 7.92540590
0.63753765 7.88304711
0.64017640 7.84105441
0.64281517 7.79956572
0.64545393 7.75875889
0.64809268 7.73139639
0.65073144 7.71452348
0.65337021 7.69877973
0.65600896 7.68384139
0.65864772 7.66940190
0.66128647 7.65517020
0.66392524 7.64087904
0.66656400 7.62629128
0.66920275 7.61120349
0.67184152 7.59544763
0.67448028 7.57889111
0.67711903 7.56143575
0.67975779 7.54301613
0.68239656 7.52359738
0.68503531 7.50317295
0.68767407 7.48176209
0.69031284 7.45940760
0.69295159 7.43617344
0.69559035 7.41214263
0.69822912 7.38741524
0.70086787 7.36210682
0.70350663 7.34960621
0.70614540 7.36148021
0.70878415 7.37491517
0.71142291 7.38951931
0.71406168 7.40491356
0.71670042 7.42073910
0.71933919 7.43666239
0.72197796 7.45237768
0.72461670 7.46760777
0.72725547 7.48210386
0.72989424 7.49564468
0.73253298 7.50803559
0.73517175 7.51910745
0.73781052 7.52871568
0.74044926 7.53673936
0.74308803 7.54308054
0.74572680 7.54766359
0.74836554 7.55043482
0.75100431 7.55136212

0.00000000 9.26382630
0.00247427 9.26382630
0.00494854 9.26382630
0.00742281 9.26382630
0.00989707 9.26382630
0.01237134 9.26382630
0.01484561 9.26382630
0.01731988 9.26382630
0.01731988 9.26382630
0.01993553 9.26349439
0.02255117 9.26245482
0.02516682 9.26058045
0.02778250 9.25767348
0.03039814 9.25348637
0.03301379 9.24774929
0.03562944 9.24020119
0.03824508 9.23061936
0.04086073 9.21884273
0.04347641 9.20478497
0.04609205 9.18843690
0.04870770 9.16986032
0.05132335 9.14917686
0.05393899 9.12655544
0.05655464 9.10220084
0.05917032 9.07634452
0.06178596 9.04923792
0.06440161 9.02114785
0.06701726 8.99235334
0.06963290 8.96314332
0.07224855 8.93381456
0.07486423 8.90466953
0.07747987 8.87601357
0.08009552 8.84815138
0.08271117 8.82138237
0.08532681 8.79599505
0.08794246 8.77226039
0.09055814 8.75042448
0.09317378 8.73070100
0.09578943 8.71326409
0.09840507 8.69824245
0.10102072 8.68571548
0.10363637 8.67571208
0.10625201 8.66821245
0.10886769 8.66315296
0.11148334 8.66043361
0.11409898 8.65992745
0.11671463 8.66149115
0.11933028 8.66497584
0.12194592 8.67023766
0.12456160 8.67714749
0.12717725 8.68559972
0.12979289 8.69551975
0.13240854 8.70687036
0.13502419 8.71965638
0.13763983 8.73392737
0.14025551 8.74977693
0.14287116 8.76733692
0.14548680 8.78676414
0.14810245 8.80821644
0.15071810 8.83181635
0.15333374 8.85760219
0.15594942 8.88547085
0.15856507 8.91512009
0.16118071 8.94600056
0.16379636 8.97728481
0.16641201 8.98726030
0.16902765 9.00878591
0.17164333 9.03963981
0.17425898 9.06268195
0.17687462 9.07695760
0.17949027 9.08179712
0.17949027 9.08179712
0.18196454 9.08179712
0.18443881 9.08179712
0.18691308 9.08179712
0.18938734 9.08179712
0.19186161 9.08179712
0.19433588 9.08179712
0.19681015 9.08179712
0.19681015 9.08179712
0.19942580 9.07695760
0.20204144 9.06268195
0.20465709 9.03963981
0.20727277 9.00878591
0.20988841 8.98726030
0.21250406 8.97728481
0.21511971 8.94600056
0.21773535 8.91512009
0.22035100 8.88547085
0.22296668 8.85760219
0.22558232 8.83181635
0.22819797 8.80821644
0.23081362 8.78676414
0.23342926 8.76733692
0.23604491 8.74977693
0.23866059 8.73392737
0.24127623 8.71965638
0.24389188 8.70687036
0.24650753 8.69551975
0.24912317 8.68559972
0.25173882 8.67714749
0.25435450 8.67023766
0.25697014 8.66497584
0.25958579 8.66149115
0.26220144 8.65992745
0.26481708 8.66043361
0.26743273 8.66315296
0.27004841 8.66821245
0.27266405 8.67571208
0.27527970 8.68571548
0.27789535 8.69824245
0.28051099 8.71326409
0.28312664 8.73070100
0.28574228 8.75042448
0.28835796 8.77226039
0.29097361 8.79599505
0.29358925 8.82138237
0.29620490 8.84815138
0.29882055 8.87601357
0.30143619 8.90466953
0.30405187 8.93381456
0.30666752 8.96314332
0.30928316 8.99235334
0.31189881 9.02114785
0.31451446 9.04923792
0.31713010 9.07634452
0.31974578 9.10220084
0.32236143 9.12655544
0.32497707 9.14917686
0.32759272 9.16986032
0.33020837 9.18843690
0.33282401 9.20478497
0.33543969 9.21884273
0.33805534 9.23061936
0.34067098 9.24020119
0.34328663 9.24774929
0.34590228 9.25348637
0.34851792 9.25767348
0.35113360 9.26058045
0.35374925 9.26245482
0.35636489 9.26349439
0.35898054 9.26382630
0.35898054 9.26382630
0.36161931 9.26348892
0.36425805 9.26243034
0.36689682 9.26052058
0.36953559 9.25755749
0.37217433 9.25328957
0.37481310 9.24744505
0.37745187 9.23976425
0.38009061 9.23002972
0.38272938 9.21808904
0.38536815 9.20386675
0.38800689 9.18736509
0.39064566 9.16865602
0.39328443 9.14786868
0.39592317 9.12517562
0.39856194 9.10078045
0.40120071 9.07490792
0.40383945 9.04779643
0.40647822 9.01969274
0.40911699 8.99084817
0.41175573 8.96151574
0.41439450 8.93194791
0.41703327 8.90239438
0.41967201 8.87310001
0.42231078 8.84430253
0.42494955 8.81623006
0.42758829 8.78909855
0.43022706 8.76310898
0.43286583 8.73844471
0.43550457 8.71526884
0.43814334 8.69372187
0.44078211 8.67391984
0.44342085 8.65595285
0.44605962 8.63988439
0.44869839 8.62575120
0.45133713 8.61356390
0.45397590 8.60330824
0.45661464 8.59494693
0.45925341 8.58842189
0.46189218 8.58365681
0.46453092 8.58055993
0.46716969 8.57902680
0.46980846 8.57894306
0.47244720 8.58018704
0.47508597 8.58263222
0.47772474 8.58614949
0.48036348 8.59060922
0.48300225 8.59588319
0.48564102 8.60184645
0.48827976 8.60837916
0.49091853 8.61536849
0.49355730 8.62271082
0.49619604 8.63031446
0.49883481 8.63810315
0.50147358 8.64602125
0.50411232 8.65404145
0.50675109 8.66217754
0.50938986 8.67050594
0.51202860 8.67920352
0.51466737 8.68861309
0.51730614 8.69934471
0.51994488 8.71236801
0.52258365 8.72886456
0.52522242 8.74950697
0.52786116 8.77369015
0.53049993 8.79986393
0.53313870 8.82639010
0.53577744 8.85186100
0.53841621 8.87500068
0.54105498 8.89453509
0.54369372 8.90924069
0.54633249 8.91763668
0.54633249 8.91763668
0.54880676 8.91763668
0.55128102 8.91763668
0.55375529 8.91763668
0.55622956 8.91763668
0.55870383 8.91763668
0.56117810 8.91763668
0.56365237 8.91763668
0.56365237 8.91763668
0.56629114 8.90924069
0.56892988 8.89453509
0.57156865 8.87500068
0.57420742 8.85186100
0.57684616 8.82639010
0.57948493 8.79986393
0.58212370 8.77369015
0.58476244 8.74950697
0.58740121 8.72886456
0.59003998 8.71236801
0.59267872 8.69934471
0.59531749 8.68861309
0.59795626 8.67920352
0.60059500 8.67050594
0.60323377 8.66217754
0.60587254 8.65404145
0.60851128 8.64602125
0.61115005 8.63810315
0.61378882 8.63031446
0.61642756 8.62271082
0.61906633 8.61536849
0.62170509 8.60837916
0.62434384 8.60184645
0.62698261 8.59588319
0.62962137 8.59060922
0.63226012 8.58614949
0.63489889 8.58263222
0.63753765 8.58018704
0.64017640 8.57894306
0.64281517 8.57902680
0.64545393 8.58055993
0.64809268 8.58365681
0.65073144 8.58842189
0.65337021 8.59494693
0.65600896 8.60330824
0.65864772 8.61356390
0.66128647 8.62575120
0.66392524 8.63988439
0.66656400 8.65595285
0.66920275 8.67391984
0.67184152 8.69372187
0.67448028 8.71526884
0.67711903 8.73844471
0.67975779 8.76310898
0.68239656 8.78909855
0.68503531 8.81623006
0.68767407 8.84430253
0.69031284 8.87310001
0.69295159 8.90239438
0.69559035 8.93194791
0.69822912 8.96151574
0.70086787 8.99084817
0.70350663 9.01969274
0.70614540 9.04779643
0.70878415 9.07490792
0.71142291 9.10078045
0.71406168 9.12517562
0.71670042 9.14786868
0.71933919 9.16865602
0.72197796 9.18736509
0.72461670 9.20386675
0.72725547 9.21808904
0.72989424 9.23002972
0.73253298 9.23976425
0.73517175 9.24744505
0.73781052 9.25328957
0.74044926 9.25755749
0.74308803 9.26052058
0.74572680 9.26243034
0.74836554 9.26348892
0.75100431 9.26382630

0.00000000 9.26382761
0.00247427 9.26382761
0.00494854 9.26382761
0.00742281 9.26382761
0.00989707 9.26382761
0.01237134 9.26382761
0.01484561 9.26382761
0.01731988 9.26382761
0.01731988 9.26382761
0.01993553 9.26357381
0.02255117 9.26281059
0.02516682 9.26153244
0.02778250 9.25973046
0.03039814 9.25739280
0.03301379 9.25450524
0.03562944 9.25105198
0.03824508 9.24701663
0.04086073 9.24238332
0.04347641 9.23713802
0.04609205 9.23126990
0.04870770 9.22477281
0.05132335 9.21764672
0.05393899 9.20989898
0.05655464 9.20154549
0.05917032 9.19261153
0.06178596 9.18313230
0.06440161 9.17315303
0.06701726 9.16272874
0.06963290 9.15192364
0.07224855 9.14081018
0.07486423 9.12946776
0.07747987 9.11798138
0.08009552 9.10643997
0.08271117 9.09493469
0.08532681 9.08355723
0.08794246 9.07239805
0.09055814 9.06154466
0.09317378 9.05108006
0.09578943 9.04108122
0.09840507 9.03161769
0.10102072 9.02275052
0.10363637 9.01453122
0.10625201 9.00700108
0.10886769 9.00019070
0.11148334 8.99411975
0.11409898 8.98879703
0.11671463 8.98422078
0.11933028 8.98037919
0.12194592 8.97725110
0.12456160 8.97480689
0.12717725 8.97300946
0.12979289 8.97181528
0.13240854 8.97117549
0.13502419 8.97103694
0.13763983 8.97134326
0.14025551 8.97203581
0.14287116 8.97305460
0.14548680 8.97433905
0.14810245 8.97582879
0.15071810 8.97746429
0.15333374 8.97918746
0.15594942 8.98094227
0.15856507 8.98267526
0.16118071 8.98433619
0.16379636 8.98587857
0.16641201 9.00785737
0.16902765 9.03632983
0.17164333 9.06109525
0.17425898 9.08045267
0.17687462 9.09283172
0.17949027 9.09709725
0.17949027 9.09709725
0.18196454 9.09709725
0.18443881 9.09709725
0.18691308 9.09709725
0.18938734 9.09709725
0.19186161 9.09709725
0.19433588 9.09709725
0.19681015 9.09709725
0.19681015 9.09709725
0.19942580 9.09283172
0.20204144 9.08045267
0.20465709 9.06109525
0.20727277 9.03632983
0.20988841 9.00785737
0.21250406 8.98587857
0.21511971 8.98433619
0.21773535 8.98267526
0.22035100 8.98094227
0.22296668 8.97918746
0.22558232 8.97746429
0.22819797 8.97582879
0.23081362 8.97433905
0.23342926 8.97305460
0.23604491 8.97203581
0.23866059 8.97134326
0.24127623 8.97103694
0.24389188 8.97117549
0.24650753 8.97181528
0.24912317 8.97300946
0.25173882 8.97480689
0.25435450 8.97725110
0.25697014 8.98037919
0.25958579 8.98422078
0.26220144 8.98879703
0.26481708 8.99411975
0.26743273 9.00019070
0.27004841 9.00700108
0.27266405 9.01453122
0.27527970 9.02275052
0.27789535 9.03161769
0.28051099 9.04108122
0.28312664 9.05108006
0.28574228 9.06154466
0.28835796 9.07239805
0.29097361 9.08355723
0.29358925 9.09493469
0.29620490 9.10643997
0.29882055 9.11798138
0.30143619 9.12946776
0.30405187 9.14081018
0.30666752 9.15192364
0.30928316 9.16272874
0.31189881 9.17315303
0.31451446 9.18313230
0.31713010 9.19261153
0.31974578 9.20154549
0.32236143 9.20989898
0.32497707 9.21764672
0.32759272 9.22477281
0.33020837 9.23126990
0.33282401 9.23713802
0.33543969 9.24238332
0.33805534 9.24701663
0.34067098 9.25105198
0.34328663 9.25450524
0.34590228 9.25739280
0.34851792 9.25973046
0.35113360 9.26153244
0.35374925 9.26281059
0.35636489 9.26357381
0.35898054 9.26382761
0.35898054 9.26382761
0.36161931 9.26356882
0.36425805 9.26279161
0.36689682 9.26148878
0.36953559 9.25964927
0.37217433 9.25725786
0.37481310 9.25429557
0.37745187 9.25074022
0.38009061 9.24656717
0.38272938 9.24175037
0.38536815 9.23626366
0.38800689 9.23008237
0.39064566 9.22318502
0.39328443 9.21555527
0.39592317 9.20718376
0.39856194 9.19806989
0.40120071 9.18822318
0.40383945 9.17766441
0.40647822 9.16642601
0.40911699 9.15455211
0.41175573 9.14209788
0.41439450 9.12912849
0.41703327 9.11571760
0.41967201 9.10194550
0.42231078 9.08789711
0.42494955 9.07365984
0.42758829 9.05932129
0.43022706 9.04496715
0.43286583 9.03067900
0.43550457 9.01653234
0.43814334 9.00259481
0.44078211 8.98892452
0.44342085 8.97556886
0.44605962 8.96256351
0.44869839 8.94993188
0.45133713 8.93768508
0.45397590 8.92582225
0.45661464 8.91433140
0.45925341 8.90319079
0.46189218 8.89237062
0.46453092 8.88183528
0.46716969 8.87154583
0.46980846 8.86146293
0.47244720 8.85154998
0.47508597 8.84177668
0.47772474 8.83212284
0.48036348 8.82258273
0.48300225 8.81316988
0.48564102 8.80392262
0.48827976 8.79491044
0.49091853 8.78624128
0.49355730 8.77806962
0.49619604 8.77060498
0.49883481 8.76411919
0.50147358 8.75894993
0.50411232 8.75549545
0.50675109 8.75419381
0.50938986 8.75548010
0.51202860 8.75972015
0.51466737 8.76713184
0.51730614 8.77771812
0.51994488 8.79123839
0.52258365 8.80722767
0.52522242 8.82504700
0.52786116 8.84393370
0.53049993 8.86302395
0.53313870 8.88133546
0.53577744 8.89771793
0.53841621 8.91081642
0.54105498 8.91916759
0.54369372 8.92160261
0.54633249 8.91854246
0.54633249 8.91854246
0.54880676 8.91854246
0.55128102 8.91854246
0.55375529 8.91854246
0.55622956 8.91854246
0.55870383 8.91854246
0.56117810 8.91854246
0.56365237 8.91854246
0.56365237 8.91854246
0.56629114 8.92160261
0.56892988 8.91916759
0.57156865 8.91081642
0.57420742 8.89771793
0.57684616 8.88133546
0.57948493 8.86302395
0.58212370 8.84393370
0.58476244 8.82504700
0.58740121 8.80722767
0.59003998 8.79123839
0.59267872 8.77771812
0.59531749 8.76713184
0.59795626 8.75972015
0.60059500 8.75548010
0.60323377 8.75419381
0.60587254 8.75549545
0.60851128 8.75894993
0.61115005 8.76411919
0.61378882 8.77060498
0.61642756 8.77806962
0.61906633 8.78624128
0.62170509 8.79491044
0.62434384 8.80392262
0.62698261 8.81316988
0.62962137 8.82258273
0.63226012 8.83212284
0.63489889 8.84177668
0.63753765 8.85154998
0.64017640 8.86146293
0.64281517 8.87154583
0.64545393 8.88183528
0.64809268 8.89237062
0.65073144 8.90319079
0.65337021 8.91433140
0.65600896 8.92582225
0.65864772 8.93768508
0.66128647 8.94993188
0.66392524 8.96256351
0.66656400 8.97556886
0.66920275 8.98892452
0.67184152 9.00259481
0.67448028 9.01653234
0.67711903 9.03067900
0.67975779 9.04496715
0.68239656 9.05932129
0.68503531 9.07365984
0.68767407 9.08789711
0.69031284 9.10194550
0.69295159 9.11571760
0.69559035 9.12912849
0.69822912 9.14209788
0.70086787 9.15455211
0.70350663 9.16642601
0.70614540 9.17766441
0.70878415 9.18822318
0.71142291 9.19806989
0.71406168 9.20718376
0.71670042 9.21555527
0.71933919 9.22318502
0.72197796 9.23008237
0.72461670 9.23626366
0.72725547 9.24175037
0.72989424 9.24656717
0.73253298 9.25074022
0.73517175 9.25429557
0.73781052 9.25725786
0.74044926 9.25964927
0.74308803 9.26148878
0.74572680 9.26279161
0.74836554 9.26356882
0.75100431 9.26382761

0.00000000 9.65993522
0.00247427 9.65993522
0.00494854 9.65993522
0.00742281 9.65993522
0.00989707 9.65993522
0.01237134 9.65993522
0.01484561 9.65993522
0.01731988 9.65993522
0.01731988 9.65993522
0.01993553 9.65969690
0.02255117 9.65898019
0.02516682 9.65779916
0.02778250 9.65617372
0.03039814 9.65413103
0.03301379 9.65170492
0.03562944 9.64893489
0.03824508 9.64586513
0.04086073 9.64254321
0.04347641 9.63901865
0.04609205 9.63534139
0.04870770 9.63156020
0.05132335 9.62772106
0.05393899 9.62386569
0.05655464 9.62003024
0.05917032 9.61624421
0.06178596 9.61252972
0.06440161 9.60890111
0.06701726 9.60536490
0.06963290 9.60192004
0.07224855 9.59855851
0.07486423 9.59526606
0.07747987 9.59202319
0.08009552 9.58880613
0.08271117 9.58558793
0.08532681 9.58233949
0.08794246 9.57903056
0.09055814 9.57563066
0.09317378 9.57210988
0.09578943 9.56843968
0.09840507 9.56459344
0.10102072 9.56054702
0.10363637 9.55627914
0.10625201 9.55177165
0.10886769 9.54700958
0.11148334 9.54198099
0.11409898 9.53667642
0.11671463 9.53108767
0.11933028 9.52520533
0.12194592 9.51901390
0.12456160 9.51248150
0.12717725 9.50553805
0.12979289 9.49803097
0.13240854 9.48966632
0.13502419 9.48009461
0.13763983 9.46937299
0.14025551 9.45810337
0.14287116 9.44688128
0.14548680 9.43605611
0.14810245 9.42581149
0.15071810 9.41624913
0.15333374 9.40743041
0.15594942 9.39939503
0.15856507 9.39216977
0.16118071 9.38577289
0.16379636 9.38021668
0.16641201 9.37550903
0.16902765 9.37165464
0.17164333 9.36865597
0.17425898 9.36651400
0.17687462 9.36522889
0.17949027 9.36480054
0.17949027 9.36480054
0.18196454 9.36480054
0.18443881 9.36480054
0.18691308 9.36480054
0.18938734 9.36480054
0.19186161 9.36480054
0.19433588 9.36480054
0.19681015 9.36480054
0.19681015 9.36480054
0.19942580 9.36522889
0.20204144 9.36651400
0.20465709 9.36865597
0.20727277 9.37165464
0.20988841 9.37550903
0.21250406 9.38021668
0.21511971 9.38577289
0.21773535 9.39216977
0.22035100 9.39939503
0.22296668 9.40743041
0.22558232 9.41624913
0.22819797 9.42581149
0.23081362 9.43605611
0.23342926 9.44688128
0.23604491 9.45810337
0.23866059 9.46937299
0.24127623 9.48009461
0.24389188 9.48966632
0.24650753 9.49803097
0.24912317 9.50553805
0.25173882 9.51248150
0.25435450 9.51901390
0.25697014 9.52520533
0.25958579 9.53108767
0.26220144 9.53667642
0.26481708 9.54198099
0.26743273 9.54700958
0.27004841 9.55177165
0.27266405 9.55627914
0.27527970 9.56054702
0.27789535 9.56459344
0.28051099 9.56843968
0.28312664 9.57210988
0.28574228 9.57563066
0.28835796 9.57903056
0.29097361 9.58233949
0.29358925 9.58558793
0.29620490 9.58880613
0.29882055 9.59202319
0.30143619 9.59526606
0.30405187 9.59855851
0.30666752 9.60192004
0.30928316 9.60536490
0.31189881 9.60890111
0.31451446 9.61252972
0.31713010 9.61624421
0.31974578 9.62003024
0.32236143 9.62386569
0.32497707 9.62772106
0.32759272 9.63156020
0.33020837 9.63534139
0.33282401 9.63901865
0.33543969 9.64254321
0.33805534 9.64586513
0.34067098 9.64893489
0.34328663 9.65170492
0.34590228 9.65413103
0.34851792 9.65617372
0.35113360 9.65779916
0.35374925 9.65898019
0.35636489 9.65969690
0.35898054 9.65993522
0.35898054 9.65993522
0.36161931 9.65969205
0.36425805 9.65896445
0.36689682 9.65777032
0.36953559 9.65613713
0.37217433 9.65410250
0.37481310 9.65171348
0.37745187 9.64902550
0.38009061 9.64610116
0.38272938 9.64300868
0.38536815 9.63982027
0.38800689 9.63661018
0.39064566 9.63345266
0.39328443 9.63041981
0.39592317 9.62757954
0.39856194 9.62499366
0.40120071 9.62271625
0.40383945 9.62079251
0.40647822 9.61925800
0.40911699 9.61813844
0.41175573 9.61744995
0.41439450 9.61719970
0.41703327 9.61738687
0.41967201 9.61800379
0.42231078 9.61903714
0.42494955 9.62046919
0.42758829 9.62227890
0.43022706 9.62444293
0.43286583 9.62693651
0.43550457 9.62973402
0.43814334 9.63280952
0.44078211 9.63613705
0.44342085 9.63969067
0.44605962 9.64344446
0.44869839 9.64737220
0.45133713 9.65144689
0.45397590 9.65564009
0.45661464 9.65992094
0.45925341 9.66425488
0.46189218 9.66860205
0.46453092 9.67291520
0.46716969 9.67713703
0.46980846 9.68119681
0.47244720 9.68261330
0.47508597 9.67726705
0.47772474 9.67204472
0.48036348 9.66680303
0.48300225 9.66136241
0.48564102 9.65550297
0.48827976 9.64896126
0.49091853 9.64143000
0.49355730 9.63256316
0.49619604 9.62198954
0.49883481 9.60933755
0.50147358 9.59427165
0.50411232 9.57653634
0.50675109 9.55599841
0.50938986 9.53267543
0.51202860 9.50674195
0.51466737 9.47851309
0.51730614 9.44841377
0.51994488 9.41694512
0.52258365 9.38465788
0.52522242 9.35213828
0.52786116 9.32000868
0.53049993 9.28894365
0.53313870 9.25970216
0.53577744 9.23317437
0.53841621 9.21015373
0.54105498 9.19145165
0.54369372 9.18040972
0.54633249 9.17733273
0.54633249 9.17733273
0.54880676 9.17733273
0.55128102 9.17733273
0.55375529 9.17733273
0.55622956 9.17733273
0.55870383 9.17733273
0.56117810 9.17733273
0.56365237 9.17733273
0.56365237 9.17733273
0.56629114 9.18040972
0.56892988 9.19145165
0.57156865 9.21015373
0.57420742 9.23317437
0.57684616 9.25970216
0.57948493 9.28894365
0.58212370 9.32000868
0.58476244 9.35213828
0.58740121 9.38465788
0.59003998 9.41694512
0.59267872 9.44841377
0.59531749 9.47851309
0.59795626 9.50674195
0.60059500 9.53267543
0.60323377 9.55599841
0.60587254 9.57653634
0.60851128 9.59427165
0.61115005 9.60933755
0.61378882 9.62198954
0.61642756 9.63256316
0.61906633 9.64143000
